rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
53,0.0,0.0,aligned,0,0,0,6,6,0,nan,0.4733,0|1|2|4|5|6
53,0.0,0.0,closed,0,0,0,6,6,0,nan,0.4733,0|1|2|4|5|6
53,0.0,0.15,aligned,4,0,4,6,6,6,1.0,0.479475,0|1|2|4|5|6
53,0.0,0.15,closed,5,0,5,6,6,7,1.0,0.479375,0|1|2|4|5|6
53,0.0,0.3,aligned,4,0,4,6,6,7,1.0,0.4855583333333333,0|1|2|4|5|6
53,0.0,0.3,closed,3,0,3,6,6,6,1.0,0.48515833333333336,0|1|2|4|5|6
53,0.0,0.6,aligned,6,0,6,6,6,12,1.0,0.4976875,0|1|2|4|5|6
53,0.0,0.6,closed,6,0,6,6,6,10,1.0,0.49785416666666665,0|1|2|4|5|6
53,1.0,0.0,aligned,5,3,2,6,6,5,1.0,0.4733,0|1|2|4|5|6
53,1.0,0.0,closed,3,1,2,6,6,3,1.0,0.4733,0|1|2|4|5|6
53,1.0,0.15,aligned,8,3,5,6,6,9,1.0,0.47954583333333334,0|1|2|4|5|6
53,1.0,0.15,closed,8,2,6,6,6,9,1.0,0.4796166666666667,0|1|2|4|5|6
53,1.0,0.3,aligned,8,3,5,6,6,10,1.0,0.4857,0|1|2|4|5|6
53,1.0,0.3,closed,6,1,5,6,6,8,1.0,0.4853125,0|1|2|4|5|6
53,1.0,0.6,aligned,6,2,4,6,6,12,1.0,0.49777083333333333,0|1|2|4|5|6
53,1.0,0.6,closed,6,0,6,6,6,12,1.0,0.49746666666666667,0|1|2|4|5|6
53,2.0,0.0,aligned,8,4,4,6,6,8,1.0,0.4733,0|1|2|4|5|6
53,2.0,0.0,closed,2,1,1,6,6,2,1.0,0.4733,0|1|2|4|5|6
53,2.0,0.15,aligned,10,4,6,6,6,14,1.0,0.47952083333333334,0|1|2|4|5|6
53,2.0,0.15,closed,3,0,3,6,6,4,1.0,0.47951666666666665,0|1|2|4|5|6
53,2.0,0.3,aligned,10,4,6,6,6,12,1.0,0.48561666666666664,0|1|2|4|5|6
53,2.0,0.3,closed,4,0,4,6,6,6,1.0,0.4854791666666667,0|1|2|4|5|6
53,2.0,0.6,aligned,9,4,5,6,6,17,1.0,0.4977,0|1|2|4|5|6
53,2.0,0.6,closed,6,0,6,6,6,11,1.0,0.4978708333333333,0|1|2|4|5|6
