rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
49,0.0,0.0,aligned,0,0,0,6,6,0,nan,0.4691875,0|2|3|6|9|10
49,0.0,0.0,closed,3,0,3,6,6,3,1.0,0.4691875,0|2|3|6|9|10
49,0.0,0.15,aligned,2,0,2,6,6,2,1.0,0.4744583333333333,0|2|3|6|9|10
49,0.0,0.15,closed,3,0,3,6,6,3,1.0,0.474525,0|2|3|6|9|10
49,0.0,0.3,aligned,5,0,5,6,6,7,1.0,0.4797375,0|2|3|6|9|10
49,0.0,0.3,closed,5,0,5,6,6,7,1.0,0.4799375,0|2|3|6|9|10
49,0.0,0.6,aligned,5,0,5,6,6,8,1.0,0.49044583333333336,0|2|3|6|9|10
49,0.0,0.6,closed,6,0,6,6,6,13,1.0,0.4907375,0|2|3|6|9|10
49,1.0,0.0,aligned,4,2,2,6,6,4,1.0,0.4691875,0|2|3|6|9|10
49,1.0,0.0,closed,1,0,1,6,6,1,1.0,0.4691875,0|2|3|6|9|10
49,1.0,0.15,aligned,8,3,5,6,6,8,1.0,0.4743125,0|2|3|6|9|10
49,1.0,0.15,closed,7,4,3,6,6,7,1.0,0.47454583333333333,0|2|3|6|9|10
49,1.0,0.3,aligned,7,2,5,6,6,11,1.0,0.4795625,0|2|3|6|9|10
49,1.0,0.3,closed,4,0,4,6,6,6,1.0,0.48006666666666664,0|2|3|6|9|10
49,1.0,0.6,aligned,8,2,6,6,6,12,1.0,0.4902,0|2|3|6|9|10
49,1.0,0.6,closed,6,0,6,6,6,9,1.0,0.49030833333333335,0|2|3|6|9|10
49,2.0,0.0,aligned,5,2,3,6,6,9,1.0,0.4691875,0|2|3|6|9|10
49,2.0,0.0,closed,1,0,1,6,6,1,1.0,0.4691875,0|2|3|6|9|10
49,2.0,0.15,aligned,7,2,5,6,6,9,1.0,0.4741208333333333,0|2|3|6|9|10
49,2.0,0.15,closed,5,1,4,6,6,6,1.0,0.47435,0|2|3|6|9|10
49,2.0,0.3,aligned,6,2,4,6,6,12,1.0,0.4792375,0|2|3|6|9|10
49,2.0,0.3,closed,5,0,5,6,6,7,1.0,0.47985,0|2|3|6|9|10
49,2.0,0.6,aligned,8,2,6,6,6,14,1.0,0.48985,0|2|3|6|9|10
49,2.0,0.6,closed,7,1,6,6,6,10,1.0,0.49097083333333336,0|2|3|6|9|10
