rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
22,0.0,0.0,aligned,1,1,0,6,6,1,1.0,0.4692791666666667,0|2|3|4|6|9
22,0.0,0.0,closed,0,0,0,6,6,0,nan,0.4692791666666667,0|2|3|4|6|9
22,0.0,0.15,aligned,7,1,6,6,6,8,0.875,0.4742458333333333,0|2|3|4|6|9
22,0.0,0.15,closed,4,0,4,6,6,5,0.8,0.47432083333333336,0|2|3|4|6|9
22,0.0,0.3,aligned,4,1,3,6,6,5,0.8,0.47947083333333335,0|2|3|4|6|9
22,0.0,0.3,closed,4,1,3,6,6,7,0.8571428571428571,0.4797375,0|2|3|4|6|9
22,0.0,0.6,aligned,5,1,4,6,6,9,0.8888888888888888,0.48962083333333334,0|2|3|4|6|9
22,0.0,0.6,closed,6,2,4,6,6,9,0.7777777777777778,0.4897208333333333,0|2|3|4|6|9
22,1.0,0.0,aligned,9,4,5,6,6,10,1.0,0.4692791666666667,0|2|3|4|6|9
22,1.0,0.0,closed,2,0,2,6,6,2,1.0,0.4692791666666667,0|2|3|4|6|9
22,1.0,0.15,aligned,8,3,5,6,6,10,1.0,0.4744125,0|2|3|4|6|9
22,1.0,0.15,closed,4,1,3,6,6,4,0.5,0.47434583333333336,0|2|3|4|6|9
22,1.0,0.3,aligned,7,3,4,6,6,10,0.9,0.47955416666666667,0|2|3|4|6|9
22,1.0,0.3,closed,3,0,3,6,6,5,0.8,0.4797166666666667,0|2|3|4|6|9
22,1.0,0.6,aligned,7,3,4,6,6,12,0.9166666666666666,0.48965416666666667,0|2|3|4|6|9
22,1.0,0.6,closed,5,0,5,6,6,10,0.9,0.4896916666666667,0|2|3|4|6|9
22,2.0,0.0,aligned,10,5,5,6,6,11,1.0,0.4692791666666667,0|2|3|4|6|9
22,2.0,0.0,closed,3,1,2,6,6,3,1.0,0.4692791666666667,0|2|3|4|6|9
22,2.0,0.15,aligned,8,4,4,6,6,10,1.0,0.47437083333333335,0|2|3|4|6|9
22,2.0,0.15,closed,5,1,4,6,6,5,1.0,0.4744875,0|2|3|4|6|9
22,2.0,0.3,aligned,8,4,4,6,6,14,0.9285714285714286,0.47951666666666665,0|2|3|4|6|9
22,2.0,0.3,closed,3,0,3,6,6,4,0.75,0.47957083333333334,0|2|3|4|6|9
22,2.0,0.6,aligned,8,4,4,6,6,13,0.9230769230769231,0.4896083333333333,0|2|3|4|6|9
22,2.0,0.6,closed,4,0,4,6,6,9,0.8888888888888888,0.48959583333333334,0|2|3|4|6|9
