rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
44,0.0,0.0,aligned,1,1,0,6,6,1,1.0,0.4701125,1|2|6|8|9|10
44,0.0,0.0,closed,5,3,2,6,6,5,1.0,0.4701125,1|2|6|8|9|10
44,0.0,0.15,aligned,3,1,2,6,6,5,1.0,0.4765666666666667,1|2|6|8|9|10
44,0.0,0.15,closed,1,0,1,6,6,3,1.0,0.47633333333333333,1|2|6|8|9|10
44,0.0,0.3,aligned,3,2,1,6,6,5,1.0,0.48242083333333335,1|2|6|8|9|10
44,0.0,0.3,closed,3,1,2,6,6,4,1.0,0.4821416666666667,1|2|6|8|9|10
44,0.0,0.6,aligned,4,1,3,6,6,6,1.0,0.49445833333333333,1|2|6|8|9|10
44,0.0,0.6,closed,4,0,4,6,6,7,1.0,0.494225,1|2|6|8|9|10
44,1.0,0.0,aligned,4,1,3,6,6,4,1.0,0.4701125,1|2|6|8|9|10
44,1.0,0.0,closed,2,1,1,6,6,2,1.0,0.4701125,1|2|6|8|9|10
44,1.0,0.15,aligned,5,2,3,6,6,7,1.0,0.47645,1|2|6|8|9|10
44,1.0,0.15,closed,2,0,2,6,6,3,1.0,0.4762875,1|2|6|8|9|10
44,1.0,0.3,aligned,4,2,2,6,6,6,1.0,0.48240833333333333,1|2|6|8|9|10
44,1.0,0.3,closed,2,0,2,6,6,4,1.0,0.48238333333333333,1|2|6|8|9|10
44,1.0,0.6,aligned,6,3,3,6,6,8,1.0,0.4945375,1|2|6|8|9|10
44,1.0,0.6,closed,5,0,5,6,6,8,1.0,0.494525,1|2|6|8|9|10
44,2.0,0.0,aligned,5,3,2,6,6,6,1.0,0.4701125,1|2|6|8|9|10
44,2.0,0.0,closed,0,0,0,6,6,0,nan,0.4701125,1|2|6|8|9|10
44,2.0,0.15,aligned,6,3,3,6,6,9,1.0,0.4764125,1|2|6|8|9|10
44,2.0,0.15,closed,1,0,1,6,6,2,1.0,0.47622916666666665,1|2|6|8|9|10
44,2.0,0.3,aligned,5,3,2,6,6,9,1.0,0.4823875,1|2|6|8|9|10
44,2.0,0.3,closed,2,0,2,6,6,3,1.0,0.48225833333333334,1|2|6|8|9|10
44,2.0,0.6,aligned,4,2,2,6,6,8,1.0,0.49445,1|2|6|8|9|10
44,2.0,0.6,closed,4,1,3,6,6,8,1.0,0.49412083333333334,1|2|6|8|9|10
