rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
31,0.0,0.0,aligned,2,2,0,6,6,2,1.0,0.470325,0|3|7|9|10|11
31,0.0,0.0,closed,1,1,0,6,6,1,0.0,0.470325,0|3|7|9|10|11
31,0.0,0.15,aligned,8,2,6,6,6,10,1.0,0.47634583333333336,0|3|7|9|10|11
31,0.0,0.15,closed,3,1,2,6,6,6,1.0,0.47647083333333334,0|3|7|9|10|11
31,0.0,0.3,aligned,7,2,5,6,6,10,1.0,0.48233333333333334,0|3|7|9|10|11
31,0.0,0.3,closed,6,1,5,6,6,12,0.9166666666666666,0.482475,0|3|7|9|10|11
31,0.0,0.6,aligned,5,0,5,6,6,9,1.0,0.4943125,0|3|7|9|10|11
31,0.0,0.6,closed,5,0,5,6,6,9,0.8888888888888888,0.4944625,0|3|7|9|10|11
31,1.0,0.0,aligned,8,3,5,6,6,10,1.0,0.470325,0|3|7|9|10|11
31,1.0,0.0,closed,2,0,2,6,6,2,1.0,0.470325,0|3|7|9|10|11
31,1.0,0.15,aligned,8,3,5,6,6,11,1.0,0.47649583333333334,0|3|7|9|10|11
31,1.0,0.15,closed,4,0,4,6,6,7,1.0,0.4764791666666667,0|3|7|9|10|11
31,1.0,0.3,aligned,8,2,6,6,6,15,1.0,0.48249583333333335,0|3|7|9|10|11
31,1.0,0.3,closed,4,1,3,6,6,9,1.0,0.4825125,0|3|7|9|10|11
31,1.0,0.6,aligned,9,3,6,6,6,15,1.0,0.494675,0|3|7|9|10|11
31,1.0,0.6,closed,7,1,6,6,6,14,1.0,0.4948458333333333,0|3|7|9|10|11
31,2.0,0.0,aligned,9,5,4,6,6,12,1.0,0.470325,0|3|7|9|10|11
31,2.0,0.0,closed,2,1,1,6,6,2,1.0,0.470325,0|3|7|9|10|11
31,2.0,0.15,aligned,11,5,6,6,6,17,1.0,0.4766708333333333,0|3|7|9|10|11
31,2.0,0.15,closed,5,0,5,6,6,6,0.8333333333333334,0.47649583333333334,0|3|7|9|10|11
31,2.0,0.3,aligned,11,5,6,6,6,16,1.0,0.48285416666666664,0|3|7|9|10|11
31,2.0,0.3,closed,4,0,4,6,6,8,1.0,0.4824291666666667,0|3|7|9|10|11
31,2.0,0.6,aligned,10,4,6,6,6,16,1.0,0.4952166666666667,0|3|7|9|10|11
31,2.0,0.6,closed,5,0,5,6,6,9,1.0,0.49477916666666666,0|3|7|9|10|11
