rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
38,0.0,0.0,aligned,0,0,0,6,6,0,nan,0.46870416666666664,0|1|3|6|8|11
38,0.0,0.0,closed,0,0,0,6,6,0,nan,0.46870416666666664,0|1|3|6|8|11
38,0.0,0.15,aligned,2,0,2,6,6,2,1.0,0.4751125,0|1|3|6|8|11
38,0.0,0.15,closed,1,0,1,6,6,1,1.0,0.4751708333333333,0|1|3|6|8|11
38,0.0,0.3,aligned,6,0,6,6,6,6,1.0,0.4814041666666667,0|1|3|6|8|11
38,0.0,0.3,closed,3,0,3,6,6,4,1.0,0.4815375,0|1|3|6|8|11
38,0.0,0.6,aligned,5,0,5,6,6,7,1.0,0.49415416666666667,0|1|3|6|8|11
38,0.0,0.6,closed,6,0,6,6,6,8,1.0,0.4939541666666667,0|1|3|6|8|11
38,1.0,0.0,aligned,1,0,1,6,6,1,1.0,0.46870416666666664,0|1|3|6|8|11
38,1.0,0.0,closed,1,1,0,6,6,1,1.0,0.46870416666666664,0|1|3|6|8|11
38,1.0,0.15,aligned,2,0,2,6,6,2,1.0,0.4750916666666667,0|1|3|6|8|11
38,1.0,0.15,closed,5,0,5,6,6,5,1.0,0.4749333333333333,0|1|3|6|8|11
38,1.0,0.3,aligned,5,1,4,6,6,5,1.0,0.4814625,0|1|3|6|8|11
38,1.0,0.3,closed,3,0,3,6,6,3,1.0,0.48134166666666667,0|1|3|6|8|11
38,1.0,0.6,aligned,6,0,6,6,6,9,1.0,0.49440416666666664,0|1|3|6|8|11
38,1.0,0.6,closed,7,1,6,6,6,8,1.0,0.4943,0|1|3|6|8|11
38,2.0,0.0,aligned,4,1,3,6,6,4,1.0,0.46870416666666664,0|1|3|6|8|11
38,2.0,0.0,closed,0,0,0,6,6,0,nan,0.46870416666666664,0|1|3|6|8|11
38,2.0,0.15,aligned,5,1,4,6,6,6,1.0,0.4751666666666667,0|1|3|6|8|11
38,2.0,0.15,closed,2,0,2,6,6,2,1.0,0.4751166666666667,0|1|3|6|8|11
38,2.0,0.3,aligned,7,1,6,6,6,9,1.0,0.481525,0|1|3|6|8|11
38,2.0,0.3,closed,4,0,4,6,6,4,1.0,0.4816375,0|1|3|6|8|11
38,2.0,0.6,aligned,7,1,6,6,6,11,1.0,0.4946,0|1|3|6|8|11
38,2.0,0.6,closed,6,0,6,6,6,8,1.0,0.49437916666666665,0|1|3|6|8|11
