rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
52,0.0,0.0,aligned,0,0,0,6,6,0,nan,0.4702458333333333,4|5|6|7|8|9
52,0.0,0.0,closed,4,1,3,6,6,4,1.0,0.4702458333333333,4|5|6|7|8|9
52,0.0,0.15,aligned,4,0,4,6,6,6,1.0,0.475725,4|5|6|7|8|9
52,0.0,0.15,closed,6,0,6,6,6,8,1.0,0.4757875,4|5|6|7|8|9
52,0.0,0.3,aligned,5,0,5,6,6,8,1.0,0.48105416666666667,4|5|6|7|8|9
52,0.0,0.3,closed,6,1,5,6,6,8,1.0,0.480975,4|5|6|7|8|9
52,0.0,0.6,aligned,6,1,5,6,6,11,1.0,0.49212083333333334,4|5|6|7|8|9
52,0.0,0.6,closed,6,0,6,6,6,11,1.0,0.4918416666666667,4|5|6|7|8|9
52,1.0,0.0,aligned,8,3,5,6,6,8,1.0,0.4702458333333333,4|5|6|7|8|9
52,1.0,0.0,closed,0,0,0,6,6,0,nan,0.4702458333333333,4|5|6|7|8|9
52,1.0,0.15,aligned,9,3,6,6,6,11,1.0,0.4757375,4|5|6|7|8|9
52,1.0,0.15,closed,5,0,5,6,6,7,1.0,0.47575833333333334,4|5|6|7|8|9
52,1.0,0.3,aligned,7,3,4,6,6,9,1.0,0.48105,4|5|6|7|8|9
52,1.0,0.3,closed,5,1,4,6,6,9,1.0,0.48105416666666667,4|5|6|7|8|9
52,1.0,0.6,aligned,8,3,5,6,6,13,1.0,0.49187916666666665,4|5|6|7|8|9
52,1.0,0.6,closed,7,1,6,6,6,13,1.0,0.49175,4|5|6|7|8|9
52,2.0,0.0,aligned,10,5,5,6,6,14,1.0,0.4702458333333333,4|5|6|7|8|9
52,2.0,0.0,closed,0,0,0,6,6,0,nan,0.4702458333333333,4|5|6|7|8|9
52,2.0,0.15,aligned,9,4,5,6,6,13,1.0,0.47565416666666666,4|5|6|7|8|9
52,2.0,0.15,closed,5,0,5,6,6,7,1.0,0.4755625,4|5|6|7|8|9
52,2.0,0.3,aligned,8,4,4,6,6,14,1.0,0.48105,4|5|6|7|8|9
52,2.0,0.3,closed,5,1,4,6,6,8,1.0,0.4807375,4|5|6|7|8|9
52,2.0,0.6,aligned,9,4,5,6,6,17,1.0,0.49199583333333335,4|5|6|7|8|9
52,2.0,0.6,closed,6,0,6,6,6,12,1.0,0.4920333333333333,4|5|6|7|8|9
