rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
28,0.0,0.0,aligned,1,1,0,6,6,1,1.0,0.47226666666666667,1|4|6|8|10|11
28,0.0,0.0,closed,1,0,1,6,6,1,1.0,0.47226666666666667,1|4|6|8|10|11
28,0.0,0.15,aligned,6,1,5,6,6,7,1.0,0.47906666666666664,1|4|6|8|10|11
28,0.0,0.15,closed,5,1,4,6,6,7,1.0,0.4791666666666667,1|4|6|8|10|11
28,0.0,0.3,aligned,7,1,6,6,6,11,1.0,0.48570416666666666,1|4|6|8|10|11
28,0.0,0.3,closed,6,0,6,6,6,8,1.0,0.485675,1|4|6|8|10|11
28,0.0,0.6,aligned,7,1,6,6,6,16,1.0,0.4995791666666667,1|4|6|8|10|11
28,0.0,0.6,closed,7,1,6,6,6,13,1.0,0.4997125,1|4|6|8|10|11
28,1.0,0.0,aligned,3,3,0,6,6,4,1.0,0.47226666666666667,1|4|6|8|10|11
28,1.0,0.0,closed,0,0,0,6,6,0,nan,0.47226666666666667,1|4|6|8|10|11
28,1.0,0.15,aligned,8,4,4,6,6,11,1.0,0.4790583333333333,1|4|6|8|10|11
28,1.0,0.15,closed,4,0,4,6,6,5,1.0,0.47906666666666664,1|4|6|8|10|11
28,1.0,0.3,aligned,8,3,5,6,6,12,1.0,0.48565833333333336,1|4|6|8|10|11
28,1.0,0.3,closed,6,0,6,6,6,10,1.0,0.48589166666666667,1|4|6|8|10|11
28,1.0,0.6,aligned,10,4,6,6,6,19,1.0,0.49928333333333336,1|4|6|8|10|11
28,1.0,0.6,closed,6,0,6,6,6,12,1.0,0.4998166666666667,1|4|6|8|10|11
28,2.0,0.0,aligned,6,3,3,6,6,6,1.0,0.47226666666666667,1|4|6|8|10|11
28,2.0,0.0,closed,0,0,0,6,6,0,nan,0.47226666666666667,1|4|6|8|10|11
28,2.0,0.15,aligned,7,3,4,6,6,9,1.0,0.47913333333333336,1|4|6|8|10|11
28,2.0,0.15,closed,5,0,5,6,6,7,1.0,0.479025,1|4|6|8|10|11
28,2.0,0.3,aligned,10,4,6,6,6,12,1.0,0.4857,1|4|6|8|10|11
28,2.0,0.3,closed,6,0,6,6,6,11,1.0,0.4860541666666667,1|4|6|8|10|11
28,2.0,0.6,aligned,9,3,6,6,6,17,1.0,0.4991875,1|4|6|8|10|11
28,2.0,0.6,closed,7,1,6,6,6,15,1.0,0.4998916666666667,1|4|6|8|10|11
