rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
24,0.0,0.0,aligned,1,0,1,6,6,1,1.0,0.468775,1|4|5|6|7|8
24,0.0,0.0,closed,1,1,0,6,6,1,1.0,0.468775,1|4|5|6|7|8
24,0.0,0.15,aligned,5,0,5,6,6,9,1.0,0.47472916666666665,1|4|5|6|7|8
24,0.0,0.15,closed,6,0,6,6,6,9,1.0,0.4746958333333333,1|4|5|6|7|8
24,0.0,0.3,aligned,5,0,5,6,6,7,1.0,0.48082916666666664,1|4|5|6|7|8
24,0.0,0.3,closed,5,0,5,6,6,7,1.0,0.4805875,1|4|5|6|7|8
24,0.0,0.6,aligned,6,0,6,6,6,10,1.0,0.4931041666666667,1|4|5|6|7|8
24,0.0,0.6,closed,6,0,6,6,6,10,1.0,0.49317083333333334,1|4|5|6|7|8
24,1.0,0.0,aligned,2,2,0,6,6,2,1.0,0.468775,1|4|5|6|7|8
24,1.0,0.0,closed,1,1,0,6,6,1,1.0,0.468775,1|4|5|6|7|8
24,1.0,0.15,aligned,8,3,5,6,6,11,1.0,0.4748291666666667,1|4|5|6|7|8
24,1.0,0.15,closed,5,0,5,6,6,8,1.0,0.47480833333333333,1|4|5|6|7|8
24,1.0,0.3,aligned,10,4,6,6,6,10,1.0,0.48089166666666666,1|4|5|6|7|8
24,1.0,0.3,closed,6,2,4,6,6,7,1.0,0.480925,1|4|5|6|7|8
24,1.0,0.6,aligned,9,3,6,6,6,15,1.0,0.49306666666666665,1|4|5|6|7|8
24,1.0,0.6,closed,6,0,6,6,6,13,1.0,0.49315416666666667,1|4|5|6|7|8
24,2.0,0.0,aligned,7,3,4,6,6,11,1.0,0.468775,1|4|5|6|7|8
24,2.0,0.0,closed,3,1,2,6,6,3,1.0,0.468775,1|4|5|6|7|8
24,2.0,0.15,aligned,9,3,6,6,6,13,1.0,0.47481666666666666,1|4|5|6|7|8
24,2.0,0.15,closed,8,2,6,6,6,12,1.0,0.474675,1|4|5|6|7|8
24,2.0,0.3,aligned,9,3,6,6,6,12,1.0,0.48091666666666666,1|4|5|6|7|8
24,2.0,0.3,closed,6,0,6,6,6,10,1.0,0.48122916666666665,1|4|5|6|7|8
24,2.0,0.6,aligned,10,4,6,6,6,17,1.0,0.4929375,1|4|5|6|7|8
24,2.0,0.6,closed,7,1,6,6,6,13,1.0,0.4929541666666667,1|4|5|6|7|8
