rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
32,0.0,0.0,aligned,1,1,0,6,6,1,1.0,0.47028333333333333,0|1|2|6|8|9
32,0.0,0.0,closed,0,0,0,6,6,0,nan,0.47028333333333333,0|1|2|6|8|9
32,0.0,0.15,aligned,5,1,4,6,6,5,1.0,0.47644583333333335,0|1|2|6|8|9
32,0.0,0.15,closed,4,0,4,6,6,6,0.8333333333333334,0.47623333333333334,0|1|2|6|8|9
32,0.0,0.3,aligned,4,1,3,6,6,5,1.0,0.4824375,0|1|2|6|8|9
32,0.0,0.3,closed,4,0,4,6,6,7,1.0,0.48239166666666666,0|1|2|6|8|9
32,0.0,0.6,aligned,7,1,6,6,6,12,1.0,0.49472916666666666,0|1|2|6|8|9
32,0.0,0.6,closed,6,0,6,6,6,13,0.9230769230769231,0.4941583333333333,0|1|2|6|8|9
32,1.0,0.0,aligned,2,1,1,6,6,2,1.0,0.47028333333333333,0|1|2|6|8|9
32,1.0,0.0,closed,0,0,0,6,6,0,nan,0.47028333333333333,0|1|2|6|8|9
32,1.0,0.15,aligned,6,1,5,6,6,6,1.0,0.4764375,0|1|2|6|8|9
32,1.0,0.15,closed,6,1,5,6,6,7,1.0,0.4763833333333333,0|1|2|6|8|9
32,1.0,0.3,aligned,5,1,4,6,6,6,1.0,0.4824291666666667,0|1|2|6|8|9
32,1.0,0.3,closed,6,2,4,6,6,8,0.875,0.4824833333333333,0|1|2|6|8|9
32,1.0,0.6,aligned,8,2,6,6,6,15,0.9333333333333333,0.49485,0|1|2|6|8|9
32,1.0,0.6,closed,5,0,5,6,6,10,0.9,0.49459583333333335,0|1|2|6|8|9
32,2.0,0.0,aligned,6,3,3,6,6,7,1.0,0.47028333333333333,0|1|2|6|8|9
32,2.0,0.0,closed,0,0,0,6,6,0,nan,0.47028333333333333,0|1|2|6|8|9
32,2.0,0.15,aligned,8,4,4,6,6,9,1.0,0.47647083333333334,0|1|2|6|8|9
32,2.0,0.15,closed,5,2,3,6,6,6,1.0,0.47620416666666665,0|1|2|6|8|9
32,2.0,0.3,aligned,7,3,4,6,6,8,1.0,0.48259166666666664,0|1|2|6|8|9
32,2.0,0.3,closed,2,0,2,6,6,3,1.0,0.4822958333333333,0|1|2|6|8|9
32,2.0,0.6,aligned,10,4,6,6,6,18,0.9444444444444444,0.49512083333333334,0|1|2|6|8|9
32,2.0,0.6,closed,6,1,5,6,6,12,0.8333333333333334,0.4945791666666667,0|1|2|6|8|9
