rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
26,0.0,0.0,aligned,2,0,2,6,6,2,1.0,0.4725875,0|3|5|8|10|11
26,0.0,0.0,closed,0,0,0,6,6,0,nan,0.4725875,0|3|5|8|10|11
26,0.0,0.15,aligned,1,0,1,6,6,1,1.0,0.47852916666666667,0|3|5|8|10|11
26,0.0,0.15,closed,4,1,3,6,6,5,1.0,0.47868333333333335,0|3|5|8|10|11
26,0.0,0.3,aligned,6,0,6,6,6,8,0.875,0.48488333333333333,0|3|5|8|10|11
26,0.0,0.3,closed,5,0,5,6,6,6,1.0,0.48467916666666666,0|3|5|8|10|11
26,0.0,0.6,aligned,5,0,5,6,6,9,1.0,0.4967666666666667,0|3|5|8|10|11
26,0.0,0.6,closed,4,0,4,6,6,7,1.0,0.4966625,0|3|5|8|10|11
26,1.0,0.0,aligned,4,2,2,6,6,5,1.0,0.4725875,0|3|5|8|10|11
26,1.0,0.0,closed,0,0,0,6,6,0,nan,0.4725875,0|3|5|8|10|11
26,1.0,0.15,aligned,4,2,2,6,6,4,1.0,0.47847083333333335,0|3|5|8|10|11
26,1.0,0.15,closed,4,1,3,6,6,5,1.0,0.47851666666666665,0|3|5|8|10|11
26,1.0,0.3,aligned,7,2,5,6,6,9,1.0,0.48475416666666665,0|3|5|8|10|11
26,1.0,0.3,closed,4,0,4,6,6,7,1.0,0.4848208333333333,0|3|5|8|10|11
26,1.0,0.6,aligned,7,2,5,6,6,11,1.0,0.49659166666666665,0|3|5|8|10|11
26,1.0,0.6,closed,7,1,6,6,6,10,1.0,0.49667916666666667,0|3|5|8|10|11
26,2.0,0.0,aligned,6,3,3,6,6,7,1.0,0.4725875,0|3|5|8|10|11
26,2.0,0.0,closed,0,0,0,6,6,0,nan,0.4725875,0|3|5|8|10|11
26,2.0,0.15,aligned,8,3,5,6,6,9,1.0,0.4783375,0|3|5|8|10|11
26,2.0,0.15,closed,5,2,3,6,6,6,1.0,0.47867916666666666,0|3|5|8|10|11
26,2.0,0.3,aligned,8,2,6,6,6,11,1.0,0.48459583333333334,0|3|5|8|10|11
26,2.0,0.3,closed,7,2,5,6,6,9,1.0,0.4846083333333333,0|3|5|8|10|11
26,2.0,0.6,aligned,8,2,6,6,6,13,1.0,0.49638333333333334,0|3|5|8|10|11
26,2.0,0.6,closed,6,0,6,6,6,11,1.0,0.49709583333333335,0|3|5|8|10|11
