rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
36,0.0,0.0,aligned,0,0,0,6,6,0,nan,0.46915,0|1|4|8|10|11
36,0.0,0.0,closed,1,1,0,6,6,1,1.0,0.46915,0|1|4|8|10|11
36,0.0,0.15,aligned,1,0,1,6,6,1,1.0,0.476275,0|1|4|8|10|11
36,0.0,0.15,closed,0,0,0,6,6,0,nan,0.47615833333333335,0|1|4|8|10|11
36,0.0,0.3,aligned,3,0,3,6,6,3,1.0,0.4832125,0|1|4|8|10|11
36,0.0,0.3,closed,4,1,3,6,6,4,1.0,0.48339166666666666,0|1|4|8|10|11
36,0.0,0.6,aligned,5,0,5,6,6,8,0.875,0.4971833333333333,0|1|4|8|10|11
36,0.0,0.6,closed,4,0,4,6,6,6,1.0,0.49745416666666664,0|1|4|8|10|11
36,1.0,0.0,aligned,3,3,0,6,6,3,1.0,0.46915,0|1|4|8|10|11
36,1.0,0.0,closed,0,0,0,6,6,0,nan,0.46915,0|1|4|8|10|11
36,1.0,0.15,aligned,4,2,2,6,6,4,1.0,0.4762708333333333,0|1|4|8|10|11
36,1.0,0.15,closed,1,0,1,6,6,1,0.0,0.47644166666666665,0|1|4|8|10|11
36,1.0,0.3,aligned,7,3,4,6,6,8,1.0,0.4832958333333333,0|1|4|8|10|11
36,1.0,0.3,closed,4,1,3,6,6,5,0.8,0.48380833333333334,0|1|4|8|10|11
36,1.0,0.6,aligned,6,1,5,6,6,10,0.9,0.49722083333333333,0|1|4|8|10|11
36,1.0,0.6,closed,5,0,5,6,6,8,1.0,0.49744166666666667,0|1|4|8|10|11
36,2.0,0.0,aligned,7,3,4,6,6,7,1.0,0.46915,0|1|4|8|10|11
36,2.0,0.0,closed,0,0,0,6,6,0,nan,0.46915,0|1|4|8|10|11
36,2.0,0.15,aligned,6,2,4,6,6,7,1.0,0.476275,0|1|4|8|10|11
36,2.0,0.15,closed,3,0,3,6,6,3,0.6666666666666666,0.4763625,0|1|4|8|10|11
36,2.0,0.3,aligned,8,3,5,6,6,11,1.0,0.4833,0|1|4|8|10|11
36,2.0,0.3,closed,4,1,3,6,6,5,1.0,0.48331666666666667,0|1|4|8|10|11
36,2.0,0.6,aligned,8,3,5,6,6,14,0.9285714285714286,0.4970875,0|1|4|8|10|11
36,2.0,0.6,closed,6,1,5,6,6,9,1.0,0.4971375,0|1|4|8|10|11
