rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
56,0.0,0.0,aligned,2,1,1,6,6,2,1.0,0.4714333333333333,1|3|6|7|9|10
56,0.0,0.0,closed,1,1,0,6,6,1,1.0,0.4714333333333333,1|3|6|7|9|10
56,0.0,0.15,aligned,4,1,3,6,6,5,1.0,0.4771625,1|3|6|7|9|10
56,0.0,0.15,closed,4,1,3,6,6,4,1.0,0.47720416666666665,1|3|6|7|9|10
56,0.0,0.3,aligned,5,1,4,6,6,7,1.0,0.4832208333333333,1|3|6|7|9|10
56,0.0,0.3,closed,6,2,4,6,6,7,1.0,0.4831375,1|3|6|7|9|10
56,0.0,0.6,aligned,5,1,4,6,6,7,1.0,0.4948,1|3|6|7|9|10
56,0.0,0.6,closed,5,1,4,6,6,8,1.0,0.49487916666666665,1|3|6|7|9|10
56,1.0,0.0,aligned,4,1,3,6,6,4,1.0,0.4714333333333333,1|3|6|7|9|10
56,1.0,0.0,closed,1,1,0,6,6,1,1.0,0.4714333333333333,1|3|6|7|9|10
56,1.0,0.15,aligned,4,1,3,6,6,5,1.0,0.477225,1|3|6|7|9|10
56,1.0,0.15,closed,2,0,2,6,6,3,1.0,0.47720416666666665,1|3|6|7|9|10
56,1.0,0.3,aligned,5,1,4,6,6,6,1.0,0.48349583333333335,1|3|6|7|9|10
56,1.0,0.3,closed,5,2,3,6,6,5,1.0,0.48323333333333335,1|3|6|7|9|10
56,1.0,0.6,aligned,6,0,6,6,6,9,1.0,0.49517083333333334,1|3|6|7|9|10
56,1.0,0.6,closed,5,0,5,6,6,7,1.0,0.49500833333333333,1|3|6|7|9|10
56,2.0,0.0,aligned,4,2,2,6,6,6,1.0,0.4714333333333333,1|3|6|7|9|10
56,2.0,0.0,closed,2,1,1,6,6,2,1.0,0.4714333333333333,1|3|6|7|9|10
56,2.0,0.15,aligned,6,2,4,6,6,8,1.0,0.47720416666666665,1|3|6|7|9|10
56,2.0,0.15,closed,3,1,2,6,6,4,1.0,0.47729166666666667,1|3|6|7|9|10
56,2.0,0.3,aligned,8,3,5,6,6,8,1.0,0.48359166666666664,1|3|6|7|9|10
56,2.0,0.3,closed,4,0,4,6,6,4,1.0,0.4833375,1|3|6|7|9|10
56,2.0,0.6,aligned,8,3,5,6,6,11,1.0,0.49523333333333336,1|3|6|7|9|10
56,2.0,0.6,closed,6,1,5,6,6,9,1.0,0.49514583333333334,1|3|6|7|9|10
