rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
34,0.0,0.0,aligned,1,1,0,6,6,1,1.0,0.4711458333333333,2|3|4|7|8|10
34,0.0,0.0,closed,0,0,0,6,6,0,nan,0.4711458333333333,2|3|4|7|8|10
34,0.0,0.15,aligned,2,1,1,6,6,2,1.0,0.476375,2|3|4|7|8|10
34,0.0,0.15,closed,3,0,3,6,6,3,1.0,0.4762375,2|3|4|7|8|10
34,0.0,0.3,aligned,4,1,3,6,6,4,1.0,0.4815,2|3|4|7|8|10
34,0.0,0.3,closed,3,0,3,6,6,3,1.0,0.48125833333333334,2|3|4|7|8|10
34,0.0,0.6,aligned,6,1,5,6,6,9,1.0,0.49204583333333335,2|3|4|7|8|10
34,0.0,0.6,closed,6,1,5,6,6,8,1.0,0.49170833333333336,2|3|4|7|8|10
34,1.0,0.0,aligned,2,2,0,6,6,2,1.0,0.4711458333333333,2|3|4|7|8|10
34,1.0,0.0,closed,0,0,0,6,6,0,nan,0.4711458333333333,2|3|4|7|8|10
34,1.0,0.15,aligned,4,2,2,6,6,4,1.0,0.47631666666666667,2|3|4|7|8|10
34,1.0,0.15,closed,1,0,1,6,6,1,1.0,0.4762,2|3|4|7|8|10
34,1.0,0.3,aligned,6,1,5,6,6,6,1.0,0.48147083333333335,2|3|4|7|8|10
34,1.0,0.3,closed,3,0,3,6,6,3,1.0,0.48165,2|3|4|7|8|10
34,1.0,0.6,aligned,7,2,5,6,6,9,1.0,0.4920125,2|3|4|7|8|10
34,1.0,0.6,closed,8,2,6,6,6,9,1.0,0.491675,2|3|4|7|8|10
34,2.0,0.0,aligned,7,3,4,6,6,7,1.0,0.4711458333333333,2|3|4|7|8|10
34,2.0,0.0,closed,0,0,0,6,6,0,nan,0.4711458333333333,2|3|4|7|8|10
34,2.0,0.15,aligned,6,2,4,6,6,6,1.0,0.4764125,2|3|4|7|8|10
34,2.0,0.15,closed,1,0,1,6,6,1,1.0,0.4764,2|3|4|7|8|10
34,2.0,0.3,aligned,5,3,2,6,6,5,1.0,0.481575,2|3|4|7|8|10
34,2.0,0.3,closed,2,0,2,6,6,2,1.0,0.48107083333333334,2|3|4|7|8|10
34,2.0,0.6,aligned,7,3,4,6,6,8,1.0,0.492375,2|3|4|7|8|10
34,2.0,0.6,closed,5,0,5,6,6,6,1.0,0.49164166666666664,2|3|4|7|8|10
