rep,gamma,alignment,selfmask,n_indicators_with_parent,n_parent_pairs,share_affected,share_child,n_affected,standin,miss_rate
7,0.0,aligned,0,12,34,0.9705882352941176,0.35294117647058826,11,1,0.47081666666666666
7,0.0,closed,0,12,35,0.9714285714285714,0.34285714285714286,11,0,0.47081666666666666
7,1.0,aligned,0,12,33,0.9696969696969697,0.3333333333333333,11,4,0.47081666666666666
7,1.0,closed,0,12,36,0.9444444444444444,0.3333333333333333,11,0,0.47081666666666666
7,2.0,aligned,0,12,33,0.9696969696969697,0.3333333333333333,11,12,0.47081666666666666
7,2.0,closed,0,12,33,0.9696969696969697,0.3333333333333333,11,0,0.47081666666666666
7,1.0,aligned,1,12,33,0.9696969696969697,0.3333333333333333,11,4,0.49447083333333336
7,1.0,closed,1,12,35,0.9714285714285714,0.34285714285714286,11,0,0.4942708333333333
